0.26315	0.1527	0.0922	0.49196	0.24397	0.18829	0.17295	0.39478
0.25117	0.17063	0.09057	0.48763	0.22637	0.21081	0.18523	0.37759
0.31073	0.16094	0.08593	0.44241	0.25451	0.2222	0.17143	0.35187
0.29911	0.13596	0.06235	0.50258	0.2875	0.19526	0.13707	0.38017
0.30044	0.13824	0.06702	0.4943	0.28649	0.19991	0.13726	0.37633
0.2925	0.14531	0.07195	0.49024	0.26926	0.19524	0.15411	0.38139
0.28531	0.14195	0.08024	0.49249	0.26197	0.1935	0.16143	0.3831
0.28568	0.14509	0.07821	0.49102	0.26436	0.19588	0.15796	0.3818
0.27984	0.17462	0.0945	0.45104	0.24176	0.23596	0.17313	0.34915
0.28407	0.1715	0.0907	0.45373	0.23807	0.23564	0.18132	0.34496
0.28597	0.1653	0.08698	0.46175	0.23345	0.22697	0.18225	0.35733
0.28937	0.17024	0.08649	0.4539	0.23791	0.22678	0.17933	0.35598
0.27484	0.16973	0.09568	0.45975	0.2366	0.21792	0.17968	0.3658
0.28623	0.16897	0.08914	0.45566	0.2335	0.22452	0.18141	0.36057
0.27835	0.16632	0.09925	0.45608	0.23782	0.22447	0.17731	0.3604
0.2777	0.16461	0.09644	0.46124	0.23786	0.22494	0.17751	0.35969
0.27511	0.16352	0.10112	0.46026	0.23741	0.22136	0.17878	0.36246
0.28555	0.17051	0.09039	0.45355	0.23063	0.24291	0.18509	0.34137
0.27545	0.17777	0.09493	0.45185	0.24437	0.23166	0.17191	0.35206
0.28198	0.16071	0.09537	0.46194	0.23937	0.21977	0.1788	0.36206
0.27972	0.16544	0.08743	0.46742	0.23766	0.21686	0.17725	0.36822
0.27681	0.17572	0.09493	0.45253	0.2417	0.23279	0.17376	0.35175
0.2884	0.16633	0.08872	0.45655	0.23061	0.23331	0.18341	0.35266
0.28414	0.17356	0.09103	0.45126	0.23927	0.23572	0.18017	0.34484
0.27873	0.16541	0.09093	0.46493	0.23433	0.22277	0.17941	0.36349
0.29819	0.16167	0.08461	0.45552	0.23695	0.22423	0.18072	0.3581
0.28091	0.17582	0.10188	0.44139	0.2354	0.24588	0.18123	0.33749
0.29009	0.16678	0.08465	0.45848	0.23509	0.22466	0.17898	0.36128
0.28679	0.1723	0.08889	0.45201	0.23507	0.22549	0.1807	0.35873
0.28949	0.16591	0.08307	0.46154	0.2329	0.22911	0.18208	0.35592
0.28894	0.17017	0.08497	0.45592	0.23296	0.22429	0.18099	0.36176
0.28757	0.16674	0.0884	0.45729	0.23837	0.22257	0.17872	0.36034
0.29188	0.16728	0.08535	0.4555	0.23257	0.2241	0.18267	0.36066
0.2845	0.17079	0.08941	0.4553	0.23554	0.22576	0.1806	0.3581
0.28934	0.1699	0.08746	0.4533	0.23382	0.22158	0.17909	0.36552
0.29238	0.16976	0.08122	0.45665	0.23296	0.22563	0.18166	0.35976
0.29159	0.16819	0.08181	0.45841	0.23319	0.22276	0.18039	0.36366
0.29245	0.16822	0.08252	0.4568	0.23486	0.22685	0.17988	0.35841
0.28402	0.1651	0.08621	0.46467	0.23816	0.22415	0.17856	0.35913
0.28113	0.16328	0.08695	0.46863	0.23844	0.21632	0.17939	0.36585
0.28591	0.16651	0.08371	0.46386	0.23145	0.22188	0.18089	0.36578
0.28965	0.16522	0.08455	0.46057	0.2367	0.22957	0.17947	0.35426
0.28898	0.168	0.08286	0.46017	0.23544	0.22588	0.1783	0.36038
0.2892	0.17028	0.08468	0.45583	0.23598	0.22818	0.18099	0.35485
0.28852	0.16918	0.08733	0.45496	0.23562	0.22916	0.17945	0.35577
0.28673	0.17117	0.08467	0.45744	0.23714	0.2171	0.17992	0.36584
0.29077	0.14232	0.06939	0.49752	0.28234	0.18989	0.13997	0.3878
0.29229	0.13463	0.06391	0.50916	0.28639	0.18598	0.13954	0.38809
0.29177	0.13858	0.06882	0.50082	0.28664	0.18458	0.13789	0.39088
0.28857	0.13969	0.06525	0.50648	0.28695	0.18613	0.13873	0.38819
0.29264	0.13761	0.06398	0.50576	0.28985	0.18402	0.13283	0.3933
0.28955	0.13701	0.06497	0.50847	0.29039	0.18083	0.13738	0.3914
0.243	0.19166	0.09654	0.4688	0.23992	0.19198	0.17411	0.39399
0.24329	0.19218	0.09633	0.46821	0.2396	0.1919	0.17447	0.39403
